path,mean_r,mean_g,mean_b,var_r,var_g,var_b,entropy_r,entropy_g,entropy_b,centroid_x,centroid_y,orientation,eccentricity,edge_density
../../photos/SORTED_STARS_CROPPED/0066/3257.jpg,67.6655,103.0061,79.3794,3578.19880975,7784.777462789999,4833.6580556399995,5.521429663200124,6.1170947139704515,5.557003140950029,49.78859590666866,49.450418002990986,0.8877422112826078,0.3250043785122407,0.8742
../../photos/SORTED_STARS_CROPPED/0066/3253.jpg,61.0335,95.5006,72.5659,3593.0679777500004,8342.84819964,5046.92265719,5.358604838353717,6.01234140748431,5.41858467912025,50.94112866992115,44.6875200579364,-1.2848477452153315,0.3792649850214162,0.8712
../../photos/SORTED_STARS_CROPPED/0066/3290.jpg,70.6456,129.2631,121.0884,3438.7574006400005,10788.26847839,9366.47398544,5.728828651451262,6.207805790958949,6.177774878808267,50.25140446269431,43.94038580421,0.9537942217229913,0.6861678610108798,0.8595
../../photos/SORTED_STARS_CROPPED/0066/3284.jpg,79.2231,144.6429,134.7518,2950.8647263899998,9463.53577959,8165.51239676,5.936916912729443,6.584910985414335,6.577013653316592,48.58378758628924,49.604384062033866,0.5019082062429947,0.7402962088924299,0.893
../../photos/SORTED_STARS_CROPPED/0066/3285.jpg,53.9876,99.0433,93.8386,3156.15504624,10180.76642511,9015.703750039998,5.131608010030595,5.789994643483446,5.699994192900156,50.9545152870904,52.63212136474144,-0.7995157389175126,0.7693052433676112,0.7976
../../photos/SORTED_STARS_CROPPED/0066/3291.jpg,89.5919,158.5945,146.7377,2969.30515439,8617.416669749999,7387.00009871,6.254599500131961,6.46806946839129,6.454864680568036,51.0411762337534,46.556765283974656,-0.29771642739306237,0.5763200025640255,0.9262
../../photos/SORTED_STARS_CROPPED/0066/3252.jpg,40.4037,63.3071,48.884,1336.6869263100002,3062.45398959,1897.1031439999997,5.009409638355658,5.57712258751453,5.130191709173703,46.22917373553846,57.11384988087811,0.926434834945097,0.31089292619015035,0.7826
../../photos/SORTED_STARS_CROPPED/0066/3278.jpg,58.7449,97.3275,95.0753,3043.58642399,8124.717443749999,7582.630029910001,5.51265709127919,6.074114780219235,6.011771886207871,49.891835770707544,49.4211181678304,0.7474791667260766,0.43674738352235487,0.8472
../../photos/SORTED_STARS_CROPPED/0066/3287.jpg,61.7154,119.4766,113.7202,2717.86180284,9402.00245244,8337.52431196,5.7745400118433095,6.468812448148139,6.38657222065876,45.69219831618335,53.78206686032199,0.9131405259591074,0.6693367718029429,0.8912
../../photos/SORTED_STARS_CROPPED/0066/3293.jpg,48.9441,104.7452,94.9751,2208.1057751900003,9412.04187696,7717.72247999,5.357988458687272,6.175337232652808,5.984729621993443,47.40921819350639,53.26996318840613,-0.36294505208344596,0.592502959031091,0.8582
../../photos/SORTED_STARS_CROPPED/0066/3292.jpg,70.1623,127.0299,118.3715,3624.33275871,11458.74360599,9958.70388775,5.40205121845593,5.824471722031639,5.818605614583316,55.29113963518249,41.78294449238535,-0.022501777772763458,0.5647329802387496,0.8045
../../photos/SORTED_STARS_CROPPED/0066/3286.jpg,63.4801,117.3634,110.4111,3027.4096039899996,9669.558740440001,8443.356096790001,5.715085129471918,6.300394529141354,6.248055448586586,52.09359182751217,47.491458125754626,-1.5429089156789242,0.6358089265374472,0.8593
../../photos/SORTED_STARS_CROPPED/0066/3279.jpg,50.9798,84.1645,81.4988,2976.52659196,7786.20183975,7215.96359856,5.074603941076404,5.761639799507151,5.611220763874066,55.432229259906975,44.44202566297831,0.6529059374191901,0.5835664366927809,0.7919
../../photos/SORTED_STARS_CROPPED/0066/3251.jpg,58.6703,84.7336,65.0213,2287.9555979100005,4573.35623104,2805.1978463100004,5.44956308388903,5.894260575679443,5.4659278470587465,47.93906625288181,58.64039409526513,0.280004236529747,0.43717731813067745,0.8275
../../photos/SORTED_STARS_CROPPED/0066/3260.jpg,77.6198,108.1862,87.0089,4831.452247959999,8998.060129559999,5954.34402079,5.950036224256825,6.269209099665652,5.888691273451631,46.13366084059738,49.744225588824875,-0.5681857986761412,0.4059685753550597,0.8543
../../photos/SORTED_STARS_CROPPED/0066/3300.jpg,39.1894,52.4907,52.7032,798.48312764,1262.2619135099999,1235.88190976,5.698775584433688,5.959630725620256,5.939035010285909,51.59227580978749,48.055179261529844,0.6682367623597597,0.5996916115650217,0.8663
../../photos/SORTED_STARS_CROPPED/0066/3275.jpg,83.7449,140.2646,136.0674,3132.83382399,8476.590186840001,7834.225857240001,5.9966566650073965,6.590521139726676,6.527408113753724,52.220340541605026,49.26136128756105,-0.33369557135958783,0.3288416839388988,0.8938
../../photos/SORTED_STARS_CROPPED/0066/3261.jpg,85.8549,120.667,96.7331,4967.872645990001,9285.902111,6089.028864389999,5.95728914203152,6.425600646310304,6.095418962800299,49.75143066805432,47.60251470195694,-0.9844037555870165,0.24925568273458634,0.8817
../../photos/SORTED_STARS_CROPPED/0066/3277.jpg,61.3846,102.9792,100.2585,3235.71148284,8796.85816736,8187.18047775,5.347553150211452,5.911675213946406,5.838130489091215,48.80045575658697,45.24673477892702,1.0790565171277682,0.3315895382475537,0.7967
